id;asignatura;tipo;pregunta;opciones;respuesta_correcta;extra
M068;Matematicas;test;"Cual numero tiene 9 decenas?;890|809|980;890;
M069;Matematicas;test;"Cual numero tiene 7 centenas?;705|350|507;705;
M070;Matematicas;escribir;Escribe el numero anterior de 500;;499;Pista uno menos
M071;Matematicas;escribir;"Cual es la centena del numero 958?;;9;
M072;Matematicas;test;"Cual es mayor?;645|654;654;
M073;Matematicas;test;"Cuantas decenas tiene el numero 910?;9|91|90;91;
M074;Matematicas;test;"Que numero tiene 6 centenas 4 decenas y 9 unidades?;649|694|964;649;
M075;Matematicas;escribir;Escribe en numero: trescientos cincuenta;;350;
M076;Matematicas;test;Continua la serie: 5 _ 10 _ 15 _ ?;18|20|25;20;Serie +5
M077;Matematicas;test;"Cual numero tiene 4 centenas?;402|240|204;402;
M078;Matematicas;escribir;"Cuantas centenas hay en 999?;;9;
M079;Matematicas;test;"Que numero esta entre 399 y 401?;398|400|402;400;
M080;Matematicas;test;"Cual es la centena mas proxima a 474?;400|500;500;
M081;Matematicas;escribir;Forma un numero con 4 centenas 0 decenas y 7 unidades;;407;
M082;Matematicas;test;"Que numero va despues en la serie? 30 _ 28 _ 26 _ ?;24|25|22;24;Serie -2
M083;Matematicas;ordenar;Ordena de menor a mayor;845|832|860;832|845|860;
M084;Matematicas;test;"Cual numero tiene 5 centenas?;260|650|506;506;
M085;Matematicas;test;"Que numero tiene 0 unidades?;520|502|250;520;
M086;Matematicas;escribir;Descompon 834 en centenas _  decenas y unidades;;8C 3D 4U;Ejemplo: 123 -> 1C 2D 3U
M087;Matematicas;test;"Que numero es impar?;640|753|820;753;
M088;Matematicas;escribir;Descompon 760 en centenas _  decenas y unidades;;7C 6D 0U;Ejemplo: 123 -> 1C 2D 3U
M089;Matematicas;arrastrar;Arrastra los numeros mayores que 500;480|505|620|499;505|620;Pista compara centenas
M090;Matematicas;escribir;Suma 1 centena a 999;;1099;Dificil_ piensa
M091;Matematicas;ordenar;Ordena de mayor a menor;915|902|908;915|908|902;
M092;Matematicas;escribir;"Que numero tiene 1 centena _  2 decenas y 0 unidades?;;120;
M093;Matematicas;escribir;Suma 100 a 430;;530;
M094;Matematicas;escribir;Suma 10 a 890;;900;
M095;Matematicas;test;"Que numero se forma con 3 _  8 y 6?;386|368|836;386;
M096;Matematicas;arrastrar;Relaciona numero y centena;412|689|931;400|600|900;
M097;Matematicas;escribir;Descompon 476 en centenas _  decenas y unidades;;4C 7D 6U;Ejemplo: 123 -> 1C 2D 3U
M098;Matematicas;arrastrar;Arrastra los numeros con 0 decenas;402|450|509|600;402|509|600;Pista decena cero
M099;Matematicas;escribir;Aproxima 444 a la centena mas cercana;;400;
M100;Matematicas;test;"Cual es correcto?;5 centenas = 500|5 centenas = 50;5 centenas = 500;
M101;Matematicas;test;"Cual es el numero que tiene 3 centenas 2 decenas y 5 unidades?;325|352|235;325;Pista piensa en centenas decenas y unidades
M102;Matematicas;verdadero_falso;El numero 1000 tiene diez centenas;VERDADERO|FALSO;VERDADERO;
M103;Matematicas;test;"Cual numero tiene 2 decenas?;420|402|240;420;
M104;Matematicas;escribir;Completa la serie: 300 _ 320 _ ? _ 360;;340;
M105;Matematicas;escribir;Dado el numero 365. Escribe el posterior;;366;
M106;Matematicas;escribir;"Cual es la centena del numero 374?;;3;
M107;Matematicas;escribir;Suma una decena a 860;;870;
M108;Matematicas;test;"Cual es mayor?;678|687;687;
M109;Matematicas;test;"Que numero tiene mas valor?;764|746;764;
M110;Matematicas;test;"Cuantas decenas tiene el numero 340?;3|34|30;34;
M111;Matematicas;escribir;Escribe el numero posterior a 249;;250;
M112;Matematicas;escribir;"Cual es la centena del numero 812?;;8;
M113;Matematicas;escribir;Completa la serie: 100 _ 110 _ ? _ 130;;120;
M114;Matematicas;test;"Cual numero tiene 7 decenas?;470|407|704;470;
M115;Matematicas;test;"Que numero es impar?;248|351|400;351;
M116;Matematicas;arrastrar;Arrastra los numeros que pertenecen a la centena de 400;401|389|450|499;401|450|499;Pista entre 400 y 499
M117;Matematicas;test;"Que numero tiene 0 unidades?;720|702|709;720;
M118;Matematicas;escribir;"Que numero tiene 9 centenas _  8 decenas y 0 unidades?;;980;
M119;Matematicas;test;"Que cifra indica las decenas en el numero 738?;3|7|8;3;
M120;Matematicas;test;"Cual es mayor?;834|843;843;
M121;Matematicas;escribir;"Que numero es "cuatrocientos noventa y cinco";;495;
M122;Matematicas;test;"Cual es mayor?;799|802;802;
M123;Matematicas;escribir;"Que numero tiene 7 centenas _  9 unidades y 4 decenas?;;749;
M124;Matematicas;test;"Que numero esta formado por 4 centenas _  0 decenas y 9 unidades?;409|490|940;409;Pista: No tiene decenas
M125;Matematicas;escribir;Escribe tres numeros cuya centena mas proxima sea 600;;580 610 599;Pista: Hay muchos
M126;Matematicas;escribir;Completa la serie 100 _ 105 _ 110 _ ? _ 120;;115;Pista suma 5
M127;Matematicas;test;"Cual es la centena mas proxima a 551?;500|600;600;
M128;Matematicas;arrastrar;Relaciona numero y descomposicion;106|749|381;1C 0D 6U|7C 4D 9U|3C 8D 1U;Pista: C es centena _  D es decena _  U es unidades
M129;Matematicas;escribir;"Que numero tiene 2 centenas y 9 unidades?;;209;
M130;Matematicas;escribir;Dado el numero 684. Escribe el anterior;;683;
M131;Matematicas;test;"Cual es correcto?;9 centenas = 900|9 centenas = 90;9 centenas = 900;
M132;Matematicas;arrastrar;Relaciona numero con texto;300|450|620;trescientos|cuatrocientos cincuenta|seiscientos veinte;Pista lee el texto
M133;Matematicas;escribir;Suma 10 a 300;;310;
M134;Matematicas;test;"Que numero se forma con 9 centenas 0 decenas y 4 unidades?;904|940|490;904;
M135;Matematicas;escribir;Completa la serie: 900 _ 890 _ ? _ 870;;880;
M136;Matematicas;test;"Que numero esta formado por 9 centenas y 2 unidades?;902|920|290;902;Pista: No tiene decenas
M137;Matematicas;escribir;Aproxima 684 a la centena mas cercana;;700;
M138;Matematicas;escribir;Forma un numero con 8 centenas y 2 decenas;;820;
M139;Matematicas;test;"Que numero tiene mas valor?;678|687;687;
M140;Matematicas;test;"Cual de estos numeros tiene 6 decenas?;460|406|640;460;
M141;Matematicas;escribir;Escribe el numero con 4 centenas y 7 unidades;;407;Pista: No tiene decenas
M142;Matematicas;escribir;Aproxima 781 a la centena mas cercana;;800;
M143;Matematicas;escribir;"Cuantas centenas hay en 876?;;8;
M144;Matematicas;escribir;Escribe el numero con 5 centenas y 4 decenas;;540;Pista: No tiene unidades
M145;Matematicas;test;"Cual es la centena mas proxima a 512?;500|600;500;
M146;Matematicas;escribir;Aproxima 562 a la centena mas cercana;;600;
M147;Matematicas;arrastrar;Une cada numero con su decena;342|569|781;40|60|80;Pista mira la cifra central
M148;Matematicas;test;"Cual esta mas cerca de 800?;789|812;789;
M149;Matematicas;arrastrar;Une el numero con su descomposicion;345|507|620;3C 4D 5U|5C 7U|6C 2D;Pista arrastra cada numero a su grupo
M150;Matematicas;test;"Cuantas centenas hay en 1000?;10|1|100;10;
M151;Matematicas;test;"Cual numero tiene 0 unidades?;450|452|459;450;
M152;Matematicas;escribir;Forma un numero con 7 centenas y 3 unidades;;703;
M153;Matematicas;test;"Que numero es par?;753|681|904;904;
M154;Matematicas;escribir;Suma 5 decenas a 350;;400;
M155;Matematicas;arrastrar;Relaciona numero y texto;300|500|400;trescientos|quinientos|cuatrocientos;
M156;Matematicas;ordenar;Ordena esta serie siguiendo el patron +5 y -10. Empieza en 295;300 285 295 295 290;295 300 290 295 285;Pista alterna operaciones. Dificil!
M157;Matematicas;test;"Que numero es correcto?;600 + 10 = 610|600 + 10 = 601;600 + 10 = 610;
M158;Matematicas;escribir;Aproxima 615 a la centena mas cercana;;600;
M159;Matematicas;test;"Cual numero tiene 3 centenas?;192|305|530;305;
M160;Matematicas;ordenar;Ordena de menor a mayor 320 305 350;305|320|350;305|320|350;
M161;Matematicas;escribir;Suma 10 a 570;;580;
M162;Matematicas;test;"Que numero es cuatrocientos treinta y dos?;432|423|342;432;
M163;Matematicas;escribir;Suma 10 a 420;;430;
M164;Matematicas;test;"Que numero es "setecientos cuarenta y dos";742|724|702;742;
M165;Matematicas;escribir;Completa la serie 800 _ 780 _ 760 _ ? _ 720;;740;Pista resta 20
M166;Matematicas;test;"Cual es correcto?;10 decenas = 100|10 decenas = 10;10 decenas = 100;
M167;Matematicas;test;Continua la serie: 200 _ 220 _ 240 _ ?;250|260|280;260;Serie +20
M168;Matematicas;test;"Que numero NO tiene decenas?;407|470|704;407;
M169;Matematicas;test;"Que numero tiene 8 centenas y 3 unidades?;803|830|83;803;
M170;Matematicas;escribir;"Cual es el numero posterior a 899?;;900;
M171;Matematicas;escribir;"Cuantas unidades tiene el numero 406?;;6;
M172;Matematicas;test;"Cual NO es un numero ordinal?;primero|segundo|dos;dos;
M173;Matematicas;test;"Cual es mayor?;498|502;502;
M174;Matematicas;escribir;Forma un numero con 5 centenas y 9 decenas;;590;
M175;Matematicas;escribir;Escribe el numero anterior a 300;;299;
M176;Matematicas;escribir;Escribe tres numeros cuya centena mas proxima sea 500;;480 510 499;Pista: Hay muchos
M177;Matematicas;test;"Que numero es mayor que 680?;679|682|678;682;
M178;Matematicas;escribir;Suma 10 a 690;;700;
M179;Matematicas;ordenar;Ordena de mayor a menor;880|905|899;905|899|880;
M180;Matematicas;escribir;"Que numero tiene 3 centenas _  4 decenas y 2 unidades?;;342;
M181;Matematicas;test;"Que numero es "seiscientos doce";612|621|602;612;
M182;Matematicas;escribir;Escribe el numero posterior a 999;;1000;
M183;Matematicas;verdadero_falso;El numero 509 tiene 5 centenas;VERDADERO|FALSO;VERDADERO;
M184;Matematicas;escribir;Descompon 642 en centenas _  decenas y unidades;;6C 4D 2U;Ejemplo: 123 -> 1C 2D 3U
M185;Matematicas;ordenar;Ordena de mayor a menor;930|905|918;930|918|905;
M186;Matematicas;ordenar;Ordena de menor a mayor 111 101 110;101|110|111;101|110|111;
M187;Matematicas;test;"Que numero es mayor que 750?;749|752|745;752;
M188;Matematicas;ordenar;Ordena de mayor a menor;845|832|860;860|845|832;
M189;Matematicas;test;"Que numero tiene 5 unidades?;485|450|458;485;
M190;Matematicas;escribir;"Que numero tiene 2 centenas _  9 decenas y 1 unidad?;;291;
M191;Matematicas;arrastrar;Arrastra los numeros menores que 300;120|305|289|410;120|289;Pista menor que 300
M192;Matematicas;escribir;"Que numero es "seiscientos treinta y cuatro";;634;
M193;Matematicas;escribir;"Cuantas centenas hay en 543?;;5;
M194;Matematicas;ordenar;Ordena de mayor a menor 999 909 990;999|990|909;999|990|909;
M195;Matematicas;test;"Cual es la unidad del numero 659?;9|6|5;9;
M196;Matematicas;escribir;Forma un numero con 9 centenas y 6 unidades;;906;
M197;Matematicas;test;"Cual es menor?;601|598;598;
M198;Matematicas;test;"Cual es la centena mas proxima a 649?;600|700;600;
M199;Matematicas;escribir;Descompon el numero 905 en centenas decenas y unidades;;9C 5U;Ejemplo: 123 -> 1C 2D 3U
M200;Matematicas;test;Tres numeros tienen la centena mas proxima a 600 "cual puede ser?;578 612 649|489 501 520;578 612 649;
M201;Matematicas;escribir;Dado el numero 365. Escribe el anterior;;364;
M202;Matematicas;test;"Que numero se forma con 5 centenas 5 decenas y 0 unidades?;550|505|500;550;
M203;Matematicas;test;"Cual es la centena mas proxima a 501?;500|600;500;
M204;Matematicas;escribir;"Que numero es "ochocientos noventa";;890;
M205;Matematicas;test;"Cuantas decenas tiene el numero 640?;6|64|60;64;
M206;Matematicas;escribir;Escribe el numero posterior a 899;;900;
M207;Matematicas;escribir;Completa la serie 50 _ 48 _ 46 _ ? _ 42;;44;Pista resta 2
M208;Matematicas;test;"Cual es la unidad del numero 374?;4|3|7;4;
M209;Matematicas;test;"Cuantas centenas tiene el numero 999?;9|99|90;9;
M210;Matematicas;test;"Que numero es impar?;482|615|700;615;
M211;Matematicas;test;"Que centena es mas proxima a 278?;200|300;300;Pista mira las decenas
M212;Matematicas;escribir;Completa la serie: 500 _ 520 _ ? _ 560;;540;
M213;Matematicas;ordenar;Ordena los resultados de sumar 10 a 300 200 400;210|310|410;210|310|410;
M214;Matematicas;escribir;Escribe en numero: setecientos tres;;703;
M215;Matematicas;test;"Que numero es par?;673|589|420;420;
M216;Matematicas;test;"Que numero se forma con 6 _  2 y 9?;629|692|269;629;
M217;Matematicas;test;"Cual es un numero ordinal?;septimo|siete|setenta;septimo;
M218;Matematicas;test;"Que viene antes en la serie? 90 _ 80 _ 70 _ ?;60|65|75;60;
M219;Matematicas;test;"Cual es la centena mas proxima a 472?;400|500;500;
M220;Matematicas;test;"Cual es correcto?;10 centenas = 1000|10 centenas = 100;10 centenas = 1000;
M221;Matematicas;test;"Cual es la centena mas proxima a 438?;400|500;400;
M222;Matematicas;ordenar;Ordena de menor a mayor los numeros formados con 2 4 y 6;246|264|426|462|624|642;246|264|426|462|624|642;Pista son todas las combinaciones
M223;Matematicas;test;"Cual numero tiene 4 decenas?;240|204|420;240;
M224;Matematicas;test;"Cual es la decena del numero 374?;70|7|60;70;
M225;Matematicas;test;"Que numero esta entre 699 y 701?;700|698|702;700;
M226;Matematicas;test;"Cual numero tiene 0 decenas?;504|540|450;504;
M227;Matematicas;escribir;"Cual es la centena del numero 659?;;6;
M228;Matematicas;ordenar;Ordena de menor a mayor;715|702|720;702|715|720;
M229;Matematicas;ordenar;Ordena de mayor a menor;990|975|982;990|982|975;
M230;Matematicas;test;"Cual es el ordinal de 5?;quinto|cinco|quince;quinto;
M231;Matematicas;test;"Que numero es "cuatrocientos veinte y siete";427|472|407;427;
M232;Matematicas;test;"Cual de estos numeros tiene 4 centenas?;389|402|298;402;
M233;Matematicas;test;"Que numero es par?;815|729|604;604;
M234;Matematicas;escribir;Escribe en numero: novecientos uno;;901;
M235;Matematicas;verdadero_falso;El numero 642 tiene mas decenas que centenas;VERDADERO|FALSO;FALSO;
M236;Matematicas;escribir;Escribe todos los numeros posibles con 1 y 2 y 3;;123 132 213 231 312 321;Pista son seis
M237;Matematicas;arrastrar;Relaciona numero y centena;345|678|912;300|600|900;
M238;Matematicas;arrastrar;Une numero y texto;610|725|804;seiscientos diez|setecientos veinticinco|ochocientos cuatro;Pista lee despacio
M239;Matematicas;test;"Que numero NO pertenece a la centena de 700?;699|720|780;699;
M240;Matematicas;escribir;Aproxima 89 a la decena mas cercana;;90;
M241;Matematicas;escribir;"Cuantas decenas hay en 420?;;42;
M242;Matematicas;escribir;Escribe en numero: trescientos nueve;;309;
M243;Matematicas;test;"Que viene antes en la serie? 50 _ 45 _ 40 _ ?;35|30|38;35;
M244;Matematicas;verdadero_falso;El numero 780 esta mas cerca de 800 que de 700;VERDADERO|FALSO;VERDADERO;
M245;Matematicas;escribir;"Cuantas unidades tiene el numero 670?;;0;
M246;Matematicas;escribir;"Cuantas unidades tiene el numero 730?;;0;
M247;Matematicas;escribir;Escribe el numero anterior a 500;;499;
M248;Matematicas;escribir;Descompon 918 en centenas _  decenas y unidades;;9C 1D 8U;Ejemplo: 123 -> 1C 2D 3U
M249;Matematicas;test;"Cual es la decena del numero 684?;80|6|600;80;
M250;Matematicas;escribir;Dado el numero 512. Escribe el anterior;;511;
M251;Matematicas;escribir;Escribe el numero posterior a 399;;400;
M252;Matematicas;escribir;Suma 10 a 300;;310;
M253;Matematicas;escribir;Suma una decena a 900;;910;
M254;Matematicas;test;"Cual numero tiene 0 decenas?;804|840|480;804;
M255;Matematicas;test;"Cual numero es mayor?;928|892;928;
M256;Matematicas;test;"Cual es la centena mas proxima a 432?;400|500;400;
M257;Matematicas;test;"Cual es menor?;701|698;698;
M258;Matematicas;escribir;"Cuantas decenas hay en 870?;;87;
M259;Matematicas;escribir;Descompon 709 en centenas _  decenas y unidades;;7C 0D 9U;Ejemplo: 123 -> 1C 2D 3U
M260;Matematicas;test;"Cual es la centena mas proxima a 749?;700|800;700;
M261;Matematicas;test;"Que numero es quinientos ocho?;508|580|850;508;
M262;Matematicas;test;"Que numero va despues en la serie? 10 _ 15 _ 20 _ ?;25|30|35;25;Serie +5
M263;Matematicas;test;Continua la serie: 40 _ 38 _ 36 _ ?;34|35|32;34;Serie -2
M264;Matematicas;test;"Cual es la centena mas proxima a 851?;800|900;900;
M265;Matematicas;test;"Cual numero es mayor?;873|837;873;
M266;Matematicas;escribir;Escribe en numero: quinientos ochenta;;580;
M267;Matematicas;verdadero_falso;En 390 la cifra de las unidades es cero;VERDADERO|FALSO;VERDADERO;
M268;Matematicas;escribir;Aproxima 521 a la centena mas cercana;;500;
M269;Matematicas;test;"Que numero tiene mas valor?;399|402;402;
M270;Matematicas;escribir;Aproxima 602 a la centena mas cercana;;600;
M271;Matematicas;test;"Que numero NO tiene centenas?;98|305|410;98;
M272;Matematicas;escribir;Completa la serie 410 _ 420 _ ? _ 440;;430;Pista suma 10
M273;Matematicas;test;"Cual es la centena mas proxima a 421?;400|500|450;400;
M274;Matematicas;escribir;"Que numero tiene 5 centenas _  0 decenas y 8 unidades?;;508;
M275;Matematicas;escribir;"Cual es la centena del numero 764?;;7;
M276;Matematicas;escribir;"Que numero es "ochocientos quince";;815;
M277;Matematicas;test;"Cual es un numero ordinal?;octavo|ocho|ochenta;octavo;
M278;Matematicas;escribir;Aproxima 68 a la decena mas cercana;;70;
M279;Matematicas;escribir;"Cuantas decenas hay en 760?;;76;
M280;Matematicas;test;"Cual esta mas cerca de 900?;880|912;912;
M281;Matematicas;escribir;Escribe el numero posterior a 799;;800;
M282;Matematicas;test;"Que viene antes en la serie? 60 _ 50 _ 40 _ ?;30|35|45;30;
M283;Matematicas;escribir;Aproxima 61 a la decena mas cercana;;60;
M284;Matematicas;test;"Cual numero tiene 4 decenas?;340|304|430;340;
M285;Matematicas;test;"Cual es el numero posterior a 399?;400|398|401;400;
M286;Matematicas;test;"Que numero tiene 3 unidades?;483|430|348;483;
M287;Matematicas;escribir;Escribe el numero anterior a 650;;649;
M288;Matematicas;escribir;Escribe el numero anterior a 100;;99;
M289;Matematicas;test;"Cual es un numero ordinal?;tercero|tres|treinta;tercero;
M290;Matematicas;test;"Que numero es correcto?;700 + 10 = 710|700 + 10 = 701;700 + 10 = 710;
M291;Matematicas;escribir;Aproxima 722 a la centena mas cercana;;700;
M292;Matematicas;arrastrar;Une cada numero con su centena mas proxima;249|351|678;200|400|700;Pista fijate en las decenas
M293;Matematicas;escribir;Escribe el numero anterior a 420;;419;
M294;Matematicas;test;Continua la serie: 100 _ 90 _ 80 _ ?;70|75|60;70;Serie -10
M295;Matematicas;ordenar;Ordena de menor a mayor;731|708|745;708|731|745;
M296;Matematicas;escribir;"Cuantas centenas tiene 401?;;4;
M297;Matematicas;arrastrar;Relaciona numero y texto;400|600|900;400=cuatrocientos|600=seiscientos|900=novecientos;
M298;Matematicas;escribir;Dado el numero 684. Escribe el posterior;;685;
M299;Matematicas;escribir;Completa la serie 1000 _ 900 _ ? _ 700;;800;Pista resta 100
M300;Matematicas;escribir;Forma un numero con 2 centenas y 8 unidades;;208;
M301;Matematicas;verdadero_falso;El numero anterior a 100 es 99;VERDADERO|FALSO;VERDADERO;
M302;Matematicas;escribir;"Cuantas centenas tiene 702?;;7;
M303;Matematicas;verdadero_falso;Al aproximar 450 se puede subir a 500;VERDADERO|FALSO;VERDADERO;
M304;Matematicas;escribir;Completa la serie 900 _ 850 _ 800 _ ? _ 700;;750;Pista resta 50
M305;Matematicas;test;"Que numero esta entre 499 y 501?;498|500|502;500;
M306;Matematicas;verdadero_falso;Al aproximar 241 a la centena mas cercana obtenemos 200;VERDADERO|FALSO;VERDADERO;
M307;Matematicas;arrastrar;Relaciona numero y descomposicion correcta;703|860|495;7C 3U|8C 6D|4C 9D 5U;Pista algunas decenas pueden faltar
M308;Matematicas;ordenar;Ordena siguiendo el patron + 100 - 50. Empieza en 200;200|300|250|350;200|300|250|350;
M309;Matematicas;escribir;"Que numero tiene 9 centenas y 0 decenas?;;900;
M310;Matematicas;escribir;"Que numero tiene 4 centenas _  0 decenas y 7 unidades?;;407;
M311;Matematicas;test;"Que numero se forma con 8 _  4 y 1?;841|814|418;841;
M312;Matematicas;test;"Cual es la centena mas proxima a 888?;800|900;900;
M313;Matematicas;verdadero_falso;El numero 501 pertenece a la centena de 500;VERDADERO|FALSO;VERDADERO;
M314;Matematicas;test;"Cuantos numeros distintos se pueden formar con 3_ 5 y 7 sin repetir?;6|3|9;6;
M315;Matematicas;test;"Que numero es correcto?;800 + 10 = 810|800 + 10 = 801;800 + 10 = 810;
M316;Matematicas;test;"Cual numero tiene 9 decenas?;182|290|209;290;
M317;Matematicas;ordenar;Ordena de menor a mayor;345|298|410;298|345|410;
M318;Matematicas;test;"Cual es la centena mas proxima a 749?;700|800;700;
M319;Matematicas;test;"Cual es la decena del numero 659?;50|6|60;50;
M320;Matematicas;test;"Cual es correcto?;8 centenas = 800|8 centenas = 80;8 centenas = 800;
M321;Matematicas;test;"Cual es mayor?;905|950;950;
M322;Matematicas;escribir;Suma 3 centenas a 200;;500;
M323;Matematicas;test;"Cual numero tiene 6 centenas?;602|560|130;602;
M324;Matematicas;test;"Cual es menor?;905|890;890;
M325;Matematicas;escribir;Escribe el numero posterior a 589;;590;
M326;Matematicas;ordenar;Ordena de menor a mayor;602|598|610;598|602|610;
M327;Matematicas;arrastrar;Relaciona numero y centena;581|734|962;500|700|900;
M328;Matematicas;ordenar;Ordena de menor a mayor;512|498|501;498|501|512;
M329;Matematicas;test;"Cual es el ordinal de 3?;tercero|tres|treinta;tercero;
M330;Matematicas;escribir;Escribe el numero posterior a 649;;650;
M331;Matematicas;escribir;Suma 5 a 400;;405;
N001;Naturals;test;Which material is plastic?;plastic ball|wood floor|glass door;plastic ball;
N002;Naturals;test;Which material is metal?;metal bar|paper picture|brick wall;metal bar;
N003;Naturals;test;Which material comes from trees?;wood|metal|glass;wood;
N004;Naturals;verdadero_falso;Glass is a smooth material;VERDADERO|FALSO;VERDADERO;
N005;Naturals;verdadero_falso;Brick walls are usually smooth;VERDADERO|FALSO;FALSO;
N006;Naturals;test;Which material is waterproof?;plastic|paper|wood;plastic;
N007;Naturals;test;Which material is absorbent?;paper|glass|metal;paper;
N008;Naturals;test;Which object is made of glass?;glass door|metal bar|wood floor;glass door;
N009;Naturals;test;Which object is made of wood?;wood floor|plastic ball|metal bar;wood floor;
N010;Naturals;test;Which object is made of bricks?;brick wall|glass door|paper picture;brick wall;
N011;Naturals;verdadero_falso;Metal is usually tough;VERDADERO|FALSO;VERDADERO;
N012;Naturals;verdadero_falso;Paper is waterproof;VERDADERO|FALSO;FALSO;
N013;Naturals;test;Which material can be rough?;stone|glass|plastic;stone;
N014;Naturals;test;Which material can be smooth?;glass|brick|cement;glass;
N015;Naturals;arrastrar;Drag materials that are smooth;glass|metal|brick;glass|metal;Pista touch the surface
N016;Naturals;arrastrar;Drag materials that are rough;stone|brick|glass;stone|brick;Pista rough is not smooth
N017;Naturals;test;Which material is attracted by a magnet?;steel|wood|plastic;steel;
N018;Naturals;verdadero_falso;A magnet attracts plastic;VERDADERO|FALSO;FALSO;
N019;Naturals;verdadero_falso;Steel is attracted by a magnet;VERDADERO|FALSO;VERDADERO;
N020;Naturals;test;Which object sinks in water?;metal bar|plastic ball|wood floor;metal bar;
N021;Naturals;test;Which object floats in water?;plastic ball|stone|metal bar;plastic ball;
N022;Naturals;verdadero_falso;Wood usually floats in water;VERDADERO|FALSO;VERDADERO;
N023;Naturals;verdadero_falso;Stone usually floats in water;VERDADERO|FALSO;FALSO;
N024;Naturals;arrastrar;Drag objects that float;plastic ball|wood|metal bar;plastic ball|wood;Pista think about water
N025;Naturals;arrastrar;Drag objects that sink;stone|metal bar|plastic ball;stone|metal bar;
N026;Naturals;test;What is a pure substance?;one material only|many materials mixed|liquid and solid;one material only;
N027;Naturals;test;What is a homogeneous mixture?;same look everywhere|different parts seen|only solid;same look everywhere;
N028;Naturals;test;What is a heterogeneous mixture?;different parts seen|same look everywhere|pure;different parts seen;
N029;Naturals;verdadero_falso;Salt water is a homogeneous mixture;VERDADERO|FALSO;VERDADERO;
N030;Naturals;verdadero_falso;Oil and water form a homogeneous mixture;VERDADERO|FALSO;FALSO;
N031;Naturals;test;Which method separates a homogeneous mixture into liquid?;distillation|filtration|magnetism;distillation;
N032;Naturals;test;Which method separates a heterogeneous mixture to liquid?;filtration|evaporation|distillation;filtration;
N033;Naturals;test;Which method separates a homogeneous mixture to solid?;evaporation|magnetism|filtration;evaporation;
N034;Naturals;test;Which method uses a magnet?;magnetism|filtration|distillation;magnetism;
N035;Naturals;verdadero_falso;Filtration is used for homogeneous mixtures;VERDADERO|FALSO;FALSO;
N036;Naturals;verdadero_falso;Evaporation changes liquid into solid;VERDADERO|FALSO;VERDADERO;
N037;Naturals;arrastrar;Drag methods for heterogeneous mixtures;filtration|magnetism|distillation;filtration|magnetism;
N038;Naturals;arrastrar;Drag methods for homogeneous mixtures;distillation|evaporation|magnetism;distillation|evaporation;
N039;Naturals;test;Which mixture can be separated with magnetism?;iron and sand|salt and water|oil and water;iron and sand;
N040;Naturals;test;Which mixture can be separated by filtration?;sand and water|salt and water|sugar and water;sand and water;
N041;Naturals;test;Which mixture can be separated by evaporation?;salt and water|iron and sand|stones and wood;salt and water;
N042;Naturals;verdadero_falso;Magnetism separates non metal substances;VERDADERO|FALSO;VERDADERO;
N043;Naturals;verdadero_falso;Distillation separates solids from solids;VERDADERO|FALSO;FALSO;
N044;Naturals;escribir;Write one waterproof material;;plastic;Pista think of water
N045;Naturals;escribir;Write one absorbent material;;paper;
N046;Naturals;escribir;Write one smooth material;;glass;
N047;Naturals;escribir;Write one rough material;;stone;
N048;Naturals;escribir;Write one magnetic material;;steel;
N049;Naturals;ordenar;Order from rough to smooth;stone brick glass;stone brick glass;
N050;Naturals;ordenar;Order from light to heavy in water;plastic ball wood metal bar;plastic ball wood metal bar;
N051;Naturals;ordenar;Order separation methods from liquid to solid;distillation evaporation evaporation;
N052;Naturals;ordenar;Order materials by hardness;paper wood metal;paper wood metal;
N053;Naturals;test;Which material is toughest?;metal|paper|plastic;metal;
N054;Naturals;test;Which material breaks easily?;glass|steel|brick;glass;
N055;Naturals;verdadero_falso;Cement is used to build walls;VERDADERO|FALSO;VERDADERO;
N056;Naturals;test;Which material is used with bricks?;cement|paper|plastic;cement;
N057;Naturals;verdadero_falso;Plastic is usually smooth;VERDADERO|FALSO;VERDADERO;
N058;Naturals;test;Which object is absorbent?;paper picture|glass door|metal bar;paper picture;
N059;Naturals;test;Which object is waterproof?;glass door|paper picture|wood floor;glass door;
N060;Naturals;arrastrar;Drag absorbent objects;paper picture|wood|glass;paper picture|wood;
N061;Naturals;arrastrar;Drag waterproof objects;glass|plastic|paper;glass|plastic;
N062;Naturals;test;Which material does not rust?;plastic|metal|steel;plastic;
N063;Naturals;verdadero_falso;Steel is a type of metal;VERDADERO|FALSO;VERDADERO;
N064;Naturals;test;Which material is transparent?;glass|wood|brick;glass;
N065;Naturals;test;Which material is opaque?;wood|glass|plastic;wood;
N066;Naturals;escribir;Name one transparent material;;glass;
N067;Naturals;escribir;Name one opaque material;;wood;
N068;Naturals;ordenar;Order materials from soft to hard;paper plastic metal;paper plastic metal;
N069;Naturals;verdadero_falso;Plastic is heavier than metal;VERDADERO|FALSO;FALSO;
N070;Naturals;test;Which material is flexible?;plastic|brick|glass;plastic;
N071;Naturals;verdadero_falso;Wood is a natural material;VERDADERO|FALSO;VERDADERO;
N072;Naturals;test;Which material is artificial?;plastic|wood|stone;plastic;
N073;Naturals;arrastrar;Drag natural materials;wood|stone|plastic;wood|stone;
N074;Naturals;arrastrar;Drag artificial materials;plastic|metal|wood;plastic|metal;
N075;Naturals;test;Which material is used for floors?;wood|paper|glass;wood;
